'date','symbol','open','high','low','close','Volume BTC','Volume BRL','tradecount'
'2021-09-22 00:00:00','BTC/BRL','216822.00000000','233900.00000000','215948.00000000','233091.00000000','243.34091000','55466174.03412000',22573
'2021-09-21 00:00:00','BTC/BRL','230907.00000000','234426.00000000','211574.00000000','216687.00000000','420.47844300','94548361.88013000',34632
'2021-09-20 00:00:00','BTC/BRL','251246.00000000','251621.00000000','229000.00000000','231134.00000000','362.46125000','85671970.62907700',34594
'2021-09-19 00:00:00','BTC/BRL','256698.00000000','257316.00000000','249355.00000000','251219.00000000','108.13575000','27404754.58125000',13063
'2021-09-18 00:00:00','BTC/BRL','252198.00000000','258818.00000000','251234.00000000','256800.00000000','158.08175000','40531443.30783000',17896
'2021-09-17 00:00:00','BTC/BRL','252513.00000000','254375.00000000','249393.00000000','252194.00000000','201.34025000','50811310.41551000',18909
'2021-09-16 00:00:00','BTC/BRL','252524.00000000','254649.00000000','248567.00000000','252513.00000000','195.95064000','49395122.58149000',30866
'2021-09-15 00:00:00','BTC/BRL','248132.00000000','255240.00000000','245854.00000000','252533.00000000','261.47143000','65802245.47204000',23495
'2021-09-14 00:00:00','BTC/BRL','235302.00000000','248980.00000000','233862.00000000','248164.00000000','458.52002000','111155655.52077000',26460
'2021-09-13 00:00:00','BTC/BRL','244343.00000000','247249.00000000','230001.00000000','235304.00000000','586.88121500','137968010.33848500',35318
'2021-09-12 00:00:00','BTC/BRL','240278.00000000','246400.00000000','238218.00000000','244300.00000000','133.03312000','32254302.15063000',14424
'2021-09-11 00:00:00','BTC/BRL','238798.00000000','244490.00000000','237834.00000000','240151.00000000','132.16305000','31887168.75854000',15903
'2021-09-10 00:00:00','BTC/BRL','244674.00000000','247500.00000000','235457.00000000','238614.00000000','503.72457000','121020974.37303000',31437
'2021-09-09 00:00:00','BTC/BRL','245436.00000000','250989.00000000','243000.00000000','244926.00000000','401.43445000','99291069.47701000',31282
'2021-09-08 00:00:00','BTC/BRL','248498.00000000','250499.00000000','233734.00000000','245441.00000000','614.50303000','150961747.70221000',45418
'2021-09-07 00:00:00','BTC/BRL','274548.00000000','276261.00000000','230221.00000000','248500.00000000','678.64957200','173892146.51493000',63966
'2021-09-06 00:00:00','BTC/BRL','269300.00000000','275000.00000000','265701.00000000','274554.00000000','414.94237000','111848721.89900000',31267
'2021-09-05 00:00:00','BTC/BRL','260902.00000000','270881.00000000','258800.00000000','269300.00000000','196.09446700','52109662.16461900',19477
'2021-09-04 00:00:00','BTC/BRL','260745.00000000','263000.00000000','258363.00000000','260994.00000000','169.50974000','44241054.36870000',18401
'2021-09-03 00:00:00','BTC/BRL','256924.00000000','265000.00000000','252293.00000000','260731.00000000','451.61496300','117808618.12043600',31627
'2021-09-02 00:00:00','BTC/BRL','253500.00000000','261448.00000000','252317.00000000','256800.00000000','391.03270100','100645327.76747100',31311
'2021-09-01 00:00:00','BTC/BRL','245634.00000000','254560.00000000','242717.00000000','253500.00000000','266.92032500','66589070.40777300',25416
'2021-08-31 00:00:00','BTC/BRL','246375.00000000','251597.00000000','243590.00000000','245700.00000000','350.61997100','86431397.18641400',31955
'2021-08-30 00:00:00','BTC/BRL','254963.00000000','255839.00000000','245998.00000000','246258.00000000','416.98234000','104545804.15789000',30546
'2021-08-29 00:00:00','BTC/BRL','256378.00000000','259969.00000000','250593.00000000','254763.00000000','164.07191000','41882455.70467300',17586
'2021-08-28 00:00:00','BTC/BRL','256321.00000000','257143.00000000','252916.00000000','256341.00000000','124.43648100','31787819.80501200',15168
'2021-08-27 00:00:00','BTC/BRL','248834.00000000','256427.00000000','246399.00000000','256268.00000000','703.10928200','176054876.43861100',30432
'2021-08-26 00:00:00','BTC/BRL','257948.00000000','259797.00000000','244896.00000000','249027.00000000','408.54742700','101732946.73565900',27716
'2021-08-25 00:00:00','BTC/BRL','253287.00000000','259475.00000000','250397.00000000','258017.00000000','307.64146900','78584234.82435100',26299
'2021-08-24 00:00:00','BTC/BRL','268999.00000000','270575.00000000','253000.00000000','253289.00000000','428.51674300','111270745.22144600',36880
'2021-08-23 00:00:00','BTC/BRL','266507.00000000','272741.00000000','265743.00000000','269037.00000000','291.38092400','78527922.66987500',32651
'2021-08-22 00:00:00','BTC/BRL','265074.00000000','267972.00000000','261685.00000000','266483.00000000','163.53112700','43322776.93706500',15920
'2021-08-21 00:00:00','BTC/BRL','266399.00000000','268999.00000000','260600.00000000','265440.00000000','196.45922900','52150623.82257300',21884
'2021-08-20 00:00:00','BTC/BRL','252247.00000000','266468.00000000','251609.00000000','266328.00000000','411.09320400','106524197.01351200',40148
'2021-08-19 00:00:00','BTC/BRL','242000.00000000','253320.00000000','238701.00000000','252589.00000000','395.80111800','97785149.60244600',31297
'2021-08-18 00:00:00','BTC/BRL','238868.00000000','246890.00000000','236712.00000000','241900.00000000','267.62013400','64828541.32444700',23689
'2021-08-17 00:00:00','BTC/BRL','243501.00000000','249294.00000000','237093.00000000','239281.00000000','311.23703800','75623643.77887000',28460
'2021-08-16 00:00:00','BTC/BRL','248114.00000000','252963.00000000','242626.00000000','243500.00000000','325.88250200','80595162.27666600',29083
'2021-08-15 00:00:00','BTC/BRL','248986.00000000','250349.00000000','241636.00000000','248054.00000000','189.52178900','46552543.87833700',19085
'2021-08-14 00:00:00','BTC/BRL','252152.00000000','253173.00000000','244000.00000000','248774.00000000','225.16421800','55846249.16194200',22829
'2021-08-13 00:00:00','BTC/BRL','235379.00000000','252498.00000000','233821.00000000','252204.00000000','398.07491300','97613764.37840400',32735
'2021-08-12 00:00:00','BTC/BRL','240401.00000000','243796.00000000','231004.00000000','235236.00000000','408.21429400','96492309.19592400',31361
'2021-08-11 00:00:00','BTC/BRL','238547.00000000','245449.00000000','237853.00000000','240500.00000000','331.31028000','80229902.54762400',33806
'2021-08-10 00:00:00','BTC/BRL','243655.00000000','245386.00000000','234373.00000000','238425.00000000','361.35063300','86514835.22330400',35259
'2021-08-09 00:00:00','BTC/BRL','230898.00000000','245200.00000000','225038.00000000','243655.00000000','506.01279100','120961212.33277700',40435
'2021-08-08 00:00:00','BTC/BRL','234452.00000000','238221.00000000','228300.00000000','230842.00000000','341.40021100','79684632.32010100',26949
'2021-08-07 00:00:00','BTC/BRL','224734.00000000','235106.00000000','223389.00000000','234452.00000000','457.20012600','104923953.26382100',35663
'2021-08-06 00:00:00','BTC/BRL','214298.00000000','226448.00000000','209286.00000000','224694.00000000','524.88053400','114850375.86810500',37895
'2021-08-05 00:00:00','BTC/BRL','207081.00000000','216025.00000000','194836.00000000','214203.00000000','683.25025100','140610769.06589500',38033
'2021-08-04 00:00:00','BTC/BRL','200087.00000000','208797.00000000','196700.00000000','206982.00000000','433.86515000','88865782.71825700',25383
'2021-08-03 00:00:00','BTC/BRL','204198.00000000','206938.00000000','197379.00000000','200032.00000000','334.89609900','67352189.89587400',22969
'2021-08-02 00:00:00','BTC/BRL','208015.00000000','210481.00000000','202092.00000000','204221.00000000','311.68898000','63959525.38881400',23773
'2021-08-01 00:00:00','BTC/BRL','216336.00000000','220850.00000000','206531.00000000','207840.00000000','251.61337200','54035189.43624300',21998
'2021-07-31 00:00:00','BTC/BRL','220202.00000000','220800.00000000','213834.00000000','216022.00000000','218.44907700','47363102.59918300',21771
'2021-07-30 00:00:00','BTC/BRL','204489.00000000','220513.00000000','196501.00000000','219921.00000000','567.75411100','117701665.82075400',32678
'2021-07-29 00:00:00','BTC/BRL','206832.00000000','209540.00000000','201338.00000000','204388.00000000','248.38195100','50811026.24911900',20320
'2021-07-28 00:00:00','BTC/BRL','205557.00000000','211600.00000000','202364.00000000','206500.00000000','563.83646200','116564117.53593700',35843
'2021-07-27 00:00:00','BTC/BRL','194588.00000000','205728.00000000','189590.00000000','205349.00000000','410.80791100','81207059.16911100',27865
'2021-07-26 00:00:00','BTC/BRL','184128.00000000','210000.00000000','183365.00000000','194340.00000000','954.23753800','189490338.78786200',63916
'2021-07-25 00:00:00','BTC/BRL','179307.00000000','184351.00000000','173501.00000000','184267.00000000','260.18071900','46742057.28281700',21142
'2021-07-24 00:00:00','BTC/BRL','176041.00000000','179999.00000000','173893.00000000','179300.00000000','294.76692200','52041823.80002500',22476
'2021-07-23 00:00:00','BTC/BRL','170010.00000000','176053.00000000','166883.00000000','175898.00000000','397.25289700','67730151.74422400',21384
'2021-07-22 00:00:00','BTC/BRL','168500.00000000','170895.00000000','165714.00000000','169857.00000000','371.75658500','62705243.24139300',19915
'2021-07-21 00:00:00','BTC/BRL','156910.00000000','171850.00000000','155374.00000000','168499.00000000','625.35786500','103795957.98834500',32179
'2021-07-20 00:00:00','BTC/BRL','163054.00000000','163997.00000000','155062.00000000','156869.00000000','354.49348700','55839932.41269500',26247
'2021-07-19 00:00:00','BTC/BRL','164443.00000000','164707.00000000','159400.00000000','163056.00000000','277.22592400','44912781.12722100',16225
'2021-07-18 00:00:00','BTC/BRL','163115.00000000','167346.00000000','161200.00000000','164442.00000000','131.31002800','21544104.30371700',10319
'2021-07-17 00:00:00','BTC/BRL','162704.00000000','165230.00000000','161411.00000000','163000.00000000','112.17425500','18322058.56722400',9526
'2021-07-16 00:00:00','BTC/BRL','164666.00000000','165646.00000000','160408.00000000','162672.00000000','364.12772200','59717521.00381600',17595
'2021-07-15 00:00:00','BTC/BRL','168248.00000000','169887.00000000','160733.00000000','164500.00000000','365.37502200','59650627.09340900',21610
'2021-07-14 00:00:00','BTC/BRL','170930.00000000','171318.00000000','165079.00000000','168250.00000000','455.71869100','76807367.29862500',23356
'2021-07-13 00:00:00','BTC/BRL','173146.00000000','174128.00000000','168436.00000000','170930.00000000','369.63452900','63062720.16998900',23057
'2021-07-12 00:00:00','BTC/BRL','180838.00000000','182877.00000000','171000.00000000','173071.00000000','411.94555900','72446544.80367100',25204
'2021-07-11 00:00:00','BTC/BRL','178033.00000000','182768.00000000','177063.00000000','180738.00000000','168.27281800','30298116.07003400',13746
'2021-07-10 00:00:00','BTC/BRL','179000.00000000','181338.00000000','175810.00000000','178035.00000000','161.83381400','28959991.99071400',14955
'2021-07-09 00:00:00','BTC/BRL','175000.00000000','181000.00000000','172001.00000000','179000.00000000','309.11189100','54820038.13359100',21549
'2021-07-08 00:00:00','BTC/BRL','178591.00000000','178983.00000000','170765.00000000','174997.00000000','524.97012500','91362339.84651600',32311
'2021-07-07 00:00:00','BTC/BRL','178391.00000000','183554.00000000','177020.00000000','178592.00000000','599.26728000','108728588.74584900',32560
'2021-07-06 00:00:00','BTC/BRL','173882.00000000','179000.00000000','172663.00000000','178403.00000000','433.62901100','76529716.46680200',28545
'2021-07-05 00:00:00','BTC/BRL','178927.00000000','178927.00000000','169000.00000000','173709.00000000','447.09193200','77704280.02102300',25379
'2021-07-04 00:00:00','BTC/BRL','175849.00000000','182114.00000000','174681.00000000','178929.00000000','211.89233100','37964675.75716800',19262
'2021-07-03 00:00:00','BTC/BRL','171700.00000000','177065.00000000','169501.00000000','176000.00000000','199.11974000','34745332.78033300',17174
'2021-07-02 00:00:00','BTC/BRL','170280.00000000','172828.00000000','166500.00000000','171592.00000000','417.88933300','70641970.79021200',23094
'2021-07-01 00:00:00','BTC/BRL','175851.00000000','175956.00000000','166100.00000000','170342.00000000','396.54114200','67239007.72979000',25578
'2021-06-30 00:00:00','BTC/BRL','178800.00000000','179888.00000000','171336.00000000','175718.00000000','453.59812500','79113109.10021500',26659
'2021-06-29 00:00:00','BTC/BRL','171226.00000000','181500.00000000','169900.00000000','178712.00000000','524.89171000','93094458.96660000',30945
'2021-06-28 00:00:00','BTC/BRL','172000.00000000','174804.00000000','168181.00000000','171235.00000000','484.56413100','82982798.95599300',25999
'2021-06-27 00:00:00','BTC/BRL','161376.00000000','172443.00000000','160059.00000000','171951.00000000','301.84988300','50095409.13917900',21220
'2021-06-26 00:00:00','BTC/BRL','158466.00000000','163250.00000000','151151.00000000','161319.00000000','351.45748900','55183438.02236700',22145
'2021-06-25 00:00:00','BTC/BRL','172028.00000000','175799.00000000','156801.00000000','158467.00000000','682.42731700','112547808.95304000',30783
'2021-06-24 00:00:00','BTC/BRL','169234.00000000','174099.00000000','162400.00000000','172029.00000000','387.58028000','65790904.68877500',22134
'2021-06-23 00:00:00','BTC/BRL','163333.00000000','177000.00000000','159510.00000000','169169.00000000','555.08415400','94338038.48894200',29839
'2021-06-22 00:00:00','BTC/BRL','160890.00000000','169364.00000000','145000.00000000','163318.00000000','829.59935500','130948869.78802000',43358
'2021-06-21 00:00:00','BTC/BRL','183327.00000000','184000.00000000','159301.00000000','160917.00000000','723.81326500','121079853.27784400',45322
'2021-06-20 00:00:00','BTC/BRL','183146.00000000','186220.00000000','172850.00000000','183349.00000000','278.85088900','50038577.68252200',21608
'2021-06-19 00:00:00','BTC/BRL','183892.00000000','187461.00000000','179346.00000000','183116.00000000','234.43113400','43171940.08181300',16916
'2021-06-18 00:00:00','BTC/BRL','192143.00000000','193197.00000000','179674.00000000','184153.00000000','503.29077500','93991844.07893500',32903
'2021-06-17 00:00:00','BTC/BRL','195669.00000000','201595.00000000','189665.00000000','191955.00000000','359.62243100','70238110.41331100',27023
'2021-06-16 00:00:00','BTC/BRL','204044.00000000','205794.00000000','194032.00000000','195671.00000000','459.78124700','91441215.60824000',32293
'2021-06-15 00:00:00','BTC/BRL','206887.00000000','209898.00000000','201388.00000000','204046.00000000','487.58128700','100066538.73999700',35479
'2021-06-14 00:00:00','BTC/BRL','199698.00000000','210000.00000000','197768.00000000','206897.00000000','537.22703000','109493048.96981000',42413
'2021-06-13 00:00:00','BTC/BRL','183497.00000000','201240.00000000','179900.00000000','199441.00000000','359.54976600','69393379.48691300',28071
'2021-06-12 00:00:00','BTC/BRL','192799.00000000','193500.00000000','179111.00000000','183577.00000000','199.21746500','36803651.56631300',18528
'2021-06-11 00:00:00','BTC/BRL','187248.00000000','193590.00000000','183629.00000000','192579.00000000','285.63859400','54292352.16555100',22272
'2021-06-10 00:00:00','BTC/BRL','191000.00000000','195901.00000000','183364.00000000','187247.00000000','455.37697800','86373642.95863800',29780
'2021-06-09 00:00:00','BTC/BRL','170023.00000000','191791.00000000','164745.00000000','190945.00000000','507.19342300','91452614.86625100',31609
'2021-06-08 00:00:00','BTC/BRL','171546.00000000','173876.00000000','157802.00000000','169876.00000000','539.97892900','89475194.73690000',34916
'2021-06-07 00:00:00','BTC/BRL','182423.00000000','187260.00000000','170495.00000000','171582.00000000','380.17169300','68638077.39071400',27092
'2021-06-06 00:00:00','BTC/BRL','181242.00000000','185306.00000000','179429.00000000','182214.00000000','95.34583100','17410084.10005300',11171
'2021-06-05 00:00:00','BTC/BRL','187216.00000000','191000.00000000','177778.00000000','181242.00000000','242.89615900','44690068.48371600',20435
'2021-06-04 00:00:00','BTC/BRL','199411.00000000','199588.00000000','182624.00000000','186966.00000000','373.46514200','70577852.77429200',25086
'2021-06-03 00:00:00','BTC/BRL','192098.00000000','199400.00000000','190501.00000000','199400.00000000','235.47296400','46256324.39039000',25020
'2021-06-02 00:00:00','BTC/BRL','190202.00000000','195717.00000000','186249.00000000','192089.00000000','278.61367300','53439649.76282700',24398
'2021-06-01 00:00:00','BTC/BRL','195447.00000000','198465.00000000','185571.00000000','190204.00000000','377.34129000','71905377.42459300',28942
'2021-05-31 00:00:00','BTC/BRL','188278.00000000','196776.00000000','180282.00000000','195402.00000000','464.53491400','88840793.91181700',34387
'2021-05-30 00:00:00','BTC/BRL','182731.00000000','192127.00000000','176727.00000000','188236.00000000','267.17854000','49812333.26857700',24300
'2021-05-29 00:00:00','BTC/BRL','188618.00000000','196773.00000000','178186.00000000','182653.00000000','453.32765500','83999942.05128000',37215
'2021-05-28 00:00:00','BTC/BRL','203773.00000000','205598.00000000','183471.00000000','188503.00000000','774.23421300','149287798.71605100',55267
'2021-05-27 00:00:00','BTC/BRL','210262.00000000','215500.00000000','199414.00000000','203358.00000000','469.30926600','97266256.50863800',37950
'2021-05-26 00:00:00','BTC/BRL','206292.00000000','217617.00000000','203047.00000000','210331.00000000','586.86343100','123076131.06263600',43749
'2021-05-25 00:00:00','BTC/BRL','208965.00000000','214093.00000000','196358.00000000','206100.00000000','575.03142900','117223815.27940700',43019
'2021-05-24 00:00:00','BTC/BRL','189856.00000000','214291.00000000','188008.00000000','208850.00000000','694.67677500','140406088.01576000',57838
'2021-05-23 00:00:00','BTC/BRL','204168.00000000','208091.00000000','173177.00000000','189677.00000000','975.52839900','182562234.79355600',73499
'2021-05-22 00:00:00','BTC/BRL','203422.00000000','211270.00000000','192222.00000000','204085.00000000','756.06692900','154089535.24503500',44815
'2021-05-21 00:00:00','BTC/BRL','217983.00000000','226213.00000000','185270.00000000','203146.00000000','1109.02273500','229858477.68533000',75870
'2021-05-20 00:00:00','BTC/BRL','200044.00000000','231400.00000000','192047.00000000','217806.00000000','1892.24986400','405341353.38721500',108825
'2021-05-19 00:00:00','BTC/BRL','228077.00000000','231584.00000000','162999.00000000','199700.00000000','2888.95814500','600667044.62935400',160186
'2021-05-18 00:00:00','BTC/BRL','232070.00000000','243851.00000000','225301.00000000','228075.00000000','617.44282900','143972098.37550000',52488
'2021-05-17 00:00:00','BTC/BRL','247908.00000000','248999.00000000','223455.00000000','232013.00000000','674.34750200','157657707.50287300',58412
'2021-05-16 00:00:00','BTC/BRL','250173.00000000','263960.00000000','234758.00000000','247882.00000000','412.25508000','102862537.60247200',39362
'2021-05-15 00:00:00','BTC/BRL','265258.00000000','269262.00000000','249001.00000000','250274.00000000','327.54003500','84817646.40049200',34285
'2021-05-14 00:00:00','BTC/BRL','265830.00000000','274191.00000000','260711.00000000','265024.00000000','357.31617000','95831689.62213400',43606
'2021-05-13 00:00:00','BTC/BRL','266495.00000000','273760.00000000','249000.00000000','265831.00000000','769.68321300','204020216.56433300',88255
'2021-05-12 00:00:00','BTC/BRL','298346.00000000','304200.00000000','262158.00000000','266397.00000000','488.81933300','142448541.92584900',57458
'2021-05-11 00:00:00','BTC/BRL','297094.00000000','300500.00000000','290561.00000000','298153.00000000','363.71001500','107612404.63942000',38796
'2021-05-10 00:00:00','BTC/BRL','308374.00000000','314329.00000000','286284.00000000','297094.00000000','495.38810200','149879912.77330900',52518
'2021-05-09 00:00:00','BTC/BRL','312645.00000000','313975.00000000','300542.00000000','308443.00000000','262.56190700','80862983.82215900',32976
'2021-05-08 00:00:00','BTC/BRL','304129.00000000','314797.00000000','302290.00000000','312688.00000000','237.99636500','73827107.85194800',32852
'2021-05-07 00:00:00','BTC/BRL','301380.00000000','308376.00000000','296000.00000000','304129.00000000','351.83299400','106392396.56237400',41944
'2021-05-06 00:00:00','BTC/BRL','310650.00000000','313365.00000000','295887.00000000','301380.00000000','373.04750400','113650511.17546000',47170
'2021-05-05 00:00:00','BTC/BRL','294000.00000000','314452.00000000','292892.00000000','310649.00000000','404.60566600','123780476.64112400',48638
'2021-05-04 00:00:00','BTC/BRL','314402.00000000','314776.00000000','292504.00000000','294299.00000000','562.76281500','170472940.85319300',59621
'2021-05-03 00:00:00','BTC/BRL','310692.00000000','322503.00000000','310360.00000000','314465.00000000','322.33315200','101943122.00932100',37791
'2021-05-02 00:00:00','BTC/BRL','317769.00000000','318200.00000000','307401.00000000','310752.00000000','145.10000700','45228335.99364400',21037
'2021-05-01 00:00:00','BTC/BRL','315934.00000000','320715.00000000','313480.00000000','317708.00000000','193.83843100','61462854.52966800',28364
'2021-04-30 00:00:00','BTC/BRL','288682.00000000','316913.00000000','286005.00000000','315831.00000000','313.92484200','95003191.33823200',39497
'2021-04-29 00:00:00','BTC/BRL','295713.00000000','297700.00000000','282716.00000000','288639.00000000','271.15909700','78477824.32538800',31461
'2021-04-28 00:00:00','BTC/BRL','302506.00000000','306164.00000000','292129.00000000','295530.00000000','294.46208500','87992818.70227300',35280
'2021-04-27 00:00:00','BTC/BRL','295796.00000000','304889.00000000','291617.00000000','302507.00000000','271.79304900','81356538.67226800',32518
'2021-04-26 00:00:00','BTC/BRL','272145.00000000','298888.00000000','270921.00000000','295796.00000000','401.47466900','117146712.37688400',43589
'2021-04-25 00:00:00','BTC/BRL','278165.00000000','280500.00000000','261397.00000000','272145.00000000','211.19580000','57497211.30089400',26054
'2021-04-24 00:00:00','BTC/BRL','283902.00000000','284302.00000000','270701.00000000','278172.00000000','235.91504300','65511719.59788200',40296
'2021-04-23 00:00:00','BTC/BRL','286145.00000000','287109.00000000','264289.00000000','283903.00000000','647.87500900','179183695.97021700',88614
'2021-04-22 00:00:00','BTC/BRL','303721.00000000','309621.00000000','277232.00000000','286001.00000000','605.83048100','179668730.90737100',84623
'2021-04-21 00:00:00','BTC/BRL','319262.00000000','320474.00000000','302888.00000000','303722.00000000','230.00300400','71610764.96317600',50366
'2021-04-20 00:00:00','BTC/BRL','314308.00000000','322000.00000000','301002.00000000','319262.00000000','351.24717100','109952351.27794100',59186
'2021-04-19 00:00:00','BTC/BRL','320400.00000000','327863.00000000','306869.00000000','314308.00000000','371.16472400','118009049.50297600',63053
'2021-04-18 00:00:00','BTC/BRL','343312.00000000','345000.00000000','297000.00000000','320463.00000000','537.05220500','171599686.03112000',88098
'2021-04-17 00:00:00','BTC/BRL','349112.00000000','355000.00000000','341915.00000000','343258.00000000','169.64507800','59091741.25747800',43158
'2021-04-16 00:00:00','BTC/BRL','360739.00000000','363477.00000000','345000.00000000','349112.00000000','456.52256900','160214050.53076300',76426
'2021-04-15 00:00:00','BTC/BRL','361587.00000000','364000.00000000','355105.00000000','360685.00000000','332.69537000','119368695.05391100',54021
'2021-04-14 00:00:00','BTC/BRL','368798.00000000','375418.00000000','352785.00000000','361475.00000000','465.64553200','170056592.92768700',71551
'2021-04-13 00:00:00','BTC/BRL','345488.00000000','368968.00000000','345166.00000000','368798.00000000','397.76332300','142957297.72047000',61512
'2021-04-12 00:00:00','BTC/BRL','343498.00000000','347864.00000000','340000.00000000','345499.00000000','234.52258400','80682794.13582000',36766
'2021-04-11 00:00:00','BTC/BRL','341921.00000000','345200.00000000','337265.00000000','343221.00000000','140.21576200','47928475.86246400',25520
'2021-04-10 00:00:00','BTC/BRL','332461.00000000','346671.00000000','332125.00000000','341636.00000000','239.50362300','81671844.98875400',34876
'2021-04-09 00:00:00','BTC/BRL','327494.00000000','335000.00000000','324147.00000000','332449.00000000','157.40051900','52109196.31692500',29669
'2021-04-08 00:00:00','BTC/BRL','317738.00000000','327796.00000000','316542.00000000','327494.00000000','181.22944200','58693415.11394600',29483
'2021-04-07 00:00:00','BTC/BRL','328655.00000000','331200.00000000','315265.00000000','317936.00000000','300.47374000','96525040.14639200',43437
'2021-04-06 00:00:00','BTC/BRL','337485.00000000','339654.00000000','326313.00000000','328657.00000000','245.95083900','81519032.41394500',38431
'2021-04-05 00:00:00','BTC/BRL','337418.00000000','339093.00000000','330128.00000000','337447.00000000','197.10595000','66151272.79814600',33264
'2021-04-04 00:00:00','BTC/BRL','332809.00000000','338597.00000000','328095.00000000','337412.00000000','82.79595500','27668630.70079500',19705
'2021-04-03 00:00:00','BTC/BRL','339647.00000000','342116.00000000','331500.00000000','332818.00000000','126.15262000','42621638.20597400',24497
'2021-04-02 00:00:00','BTC/BRL','338489.00000000','344298.00000000','336568.00000000','339647.00000000','148.46232700','50529280.24443700',28007
'2021-04-01 00:00:00','BTC/BRL','334670.00000000','339779.00000000','330407.00000000','338489.00000000','175.86347400','59158675.62944800',28748
'2021-03-31 00:00:00','BTC/BRL','339499.00000000','343806.00000000','330100.00000000','334425.00000000','253.42033300','85489174.34392900',35672
'2021-03-30 00:00:00','BTC/BRL','332501.00000000','341768.00000000','330323.00000000','339500.00000000','241.64381000','81627844.05333400',31910
'2021-03-29 00:00:00','BTC/BRL','321242.00000000','337900.00000000','316296.00000000','332768.00000000','379.04352200','125550354.19745200',37031
'2021-03-28 00:00:00','BTC/BRL','321637.00000000','324346.00000000','316009.00000000','321039.00000000','103.81696000','33324687.42569000',17429
'2021-03-27 00:00:00','BTC/BRL','318575.00000000','325000.00000000','312901.00000000','321764.00000000','167.56835700','53544160.14400900',23614
'2021-03-26 00:00:00','BTC/BRL','293860.00000000','318604.00000000','293200.00000000','318579.00000000','211.89008000','65180832.08674800',28231
'2021-03-25 00:00:00','BTC/BRL','299563.00000000','302978.00000000','288502.00000000','293437.00000000','248.96471800','73679046.22540600',37122
'2021-03-24 00:00:00','BTC/BRL','304193.00000000','318778.00000000','295002.00000000','299572.00000000','210.97949400','65098301.54432300',33296
'2021-03-23 00:00:00','BTC/BRL','303155.00000000','310000.00000000','296252.00000000','304195.00000000','187.09225800','57189907.14149800',28855
'2021-03-22 00:00:00','BTC/BRL','321000.00000000','325549.00000000','301502.00000000','303155.00000000','207.95216100','65098704.83002100',32971
'2021-03-21 00:00:00','BTC/BRL','323700.00000000','326996.00000000','313100.00000000','321000.00000000','154.33362300','49436464.09236200',21695
'2021-03-20 00:00:00','BTC/BRL','323256.00000000','331000.00000000','322200.00000000','323803.00000000','124.15081000','40638196.58090100',21811
'2021-03-19 00:00:00','BTC/BRL','324342.00000000','330573.00000000','317871.00000000','323267.00000000','195.06915300','63474362.79502400',28466
'2021-03-18 00:00:00','BTC/BRL','330772.00000000','335000.00000000','320405.00000000','324342.00000000','266.13231600','87103809.01511100',32647
'2021-03-17 00:00:00','BTC/BRL','322222.00000000','331244.00000000','309832.00000000','330772.00000000','228.56725100','73013780.75398100',31533
'2021-03-16 00:00:00','BTC/BRL','317383.00000000','322436.00000000','305262.00000000','322326.00000000','247.64330900','77780505.77302200',34584
'2021-03-15 00:00:00','BTC/BRL','333880.00000000','344150.00000000','313000.00000000','317705.00000000','299.79761300','96976105.04111900',40965
'2021-03-14 00:00:00','BTC/BRL','343470.00000000','345300.00000000','333861.00000000','333982.00000000','118.35160700','40115660.69517600',21607
'2021-03-13 00:00:00','BTC/BRL','320847.00000000','346263.00000000','317000.00000000','343198.00000000','210.30605900','69810339.58563500',34390
'2021-03-12 00:00:00','BTC/BRL','322300.00000000','323600.00000000','310245.00000000','320848.00000000','264.01225200','83970436.29801600',33566
'2021-03-11 00:00:00','BTC/BRL','319982.00000000','323750.00000000','312142.00000000','322079.00000000','228.45162400','72966384.76631400',27765
'2021-03-10 00:00:00','BTC/BRL','318210.00000000','327886.00000000','308500.00000000','319982.00000000','279.73591100','89828455.31698400',36480
'2021-03-09 00:00:00','BTC/BRL','303500.00000000','319500.00000000','300665.00000000','318596.00000000','219.08544500','68350126.09799900',36293
'2021-03-08 00:00:00','BTC/BRL','289458.00000000','303500.00000000','280970.00000000','303500.00000000','214.59303200','62651931.82802200',26088
'2021-03-07 00:00:00','BTC/BRL','280000.00000000','291899.00000000','279950.00000000','288621.00000000','87.05258500','24950120.77620000',14451
'2021-03-06 00:00:00','BTC/BRL','279696.00000000','282000.00000000','271285.00000000','279999.00000000','55.15607100','15271173.59395400',10361
'2021-03-05 00:00:00','BTC/BRL','277237.00000000','283451.00000000','266390.00000000','279491.00000000','162.76650200','44618968.05454000',20874
'2021-03-04 00:00:00','BTC/BRL','285401.00000000','293100.00000000','271140.00000000','277237.00000000','210.80323500','59027315.88248200',25803
'2021-03-03 00:00:00','BTC/BRL','277000.00000000','299600.00000000','275353.00000000','285401.00000000','263.99933300','76609582.91221100',27996
'2021-03-02 00:00:00','BTC/BRL','281490.00000000','284121.00000000','269332.00000000','277000.00000000','171.70371300','47517087.09769300',21431
'2021-03-01 00:00:00','BTC/BRL','257538.00000000','282000.00000000','256447.00000000','281400.00000000','201.98443200','54891738.19326700',22527
'2021-02-28 00:00:00','BTC/BRL','263099.00000000','265600.00000000','246517.00000000','257551.00000000','185.12634000','47252144.50195300',24322
'2021-02-27 00:00:00','BTC/BRL','262267.00000000','271690.00000000','257000.00000000','263083.00000000','168.93409000','44908328.46465400',28409
